"Distance [mm]","Mag_B [tesla]"
9.9279648,0.203039425413027
9.9491784,0.20232764165372
9.970392,0.201616285058303
9.9916056,0.200905355627308
10.0128192,0.200194853361263
10.0340328,0.199484778260708
10.0552464,0.198775130326185
10.07646,0.198065909558243
10.0976736,0.19735711595743
10.1188872,0.196648749524313
10.1401008,0.195940810259447
10.1613144,0.195233298163401
10.182528,0.194526213236748
10.2037416,0.193819555480067
10.2249552,0.193113324893936
10.2461688,0.192407521478951
10.2673824,0.191702145235697
10.288596,0.190997196164775
10.3098096,0.190292674266786
10.3310232,0.189588579542338
10.3522368,0.188884911992041
10.3734504,0.18818167161652
10.394664,0.187478858416391
10.4158776,0.186776472392282
10.4370912,0.186074513544826
10.4583048,0.185372981874661
10.4795184,0.184671877382427
10.500732,0.183971200068778
10.5219456,0.183270949934359
10.5431592,0.182571126979831
10.5643728,0.181871731205855
10.5855864,0.181172762613099
10.6068,0.180474221202232
10.6280136,0.179849642977072
10.6492272,0.179225166900638
10.6704408,0.17860079296841
10.6916544,0.177976521175884
10.712868,0.177352351518575
10.7340816,0.176728283992014
10.7552952,0.176104318591759
10.7765088,0.175480455313374
10.7977224,0.174856694152451
10.818936,0.174233035104599
10.8401496,0.173609478165443
10.8613632,0.172986023330628
10.8825768,0.17236267059582
10.9037904,0.1717394199567
10.925004,0.17111627140897
10.9462176,0.17049322494835
10.9674312,0.169870280570578
10.9886448,0.169247438271412
11.0098584,0.168624698046628
11.031072,0.168002059892021
11.0522856,0.167379523803404
11.0734992,0.166757089776608
11.0947128,0.166134757807484
11.1159264,0.165512527891904
11.13714,0.16489040002575
11.1583536,0.164268374204937
11.1795672,0.163646450425384
11.2007808,0.163024628683037
11.2219944,0.162402908973859
11.243208,0.16178129129383
11.2644216,0.16115977563895
11.2856352,0.160538362005242
11.3068488,0.159917050388739
11.3280624,0.159295840785497
11.349276,0.158674733191592
11.3704896,0.158053727603117
11.3917032,0.157432824016182
11.4129168,0.156812022426925
11.4341304,0.156191322831487
11.455344,0.15557072522604
11.4765576,0.15495022960677
11.4977712,0.154329835969881
11.5189848,0.153709544311597
11.5401984,0.153089354628167
11.561412,0.152469266915845
11.5826256,0.151849281170913
11.6038392,0.151229397389671
11.6250528,0.150609615568435
11.6462664,0.149989935703539
11.66748,0.149370357791346
11.6886936,0.14875088182822
11.7099072,0.148131507810558
11.7311208,0.147512235734769
11.7523344,0.146893065597283
11.773548,0.146273997394546
11.7947616,0.145655031123032
11.8159752,0.145036166779217
11.8371888,0.14441740435961
11.8584024,0.143798743860733
11.879616,0.143180185279128
11.9008296,0.142561728611354
11.9220432,0.141943373853989
11.9432568,0.141325121003633
11.9644704,0.1407069700569
11.985684,0.140088921010426
12.0068976,0.139470973860863
12.0281112,0.138853128604882
12.0493248,0.13823538523918
12.0705384,0.137617743760459
12.091752,0.137000204165451
12.1129656,0.136382766450901
12.1341792,0.135765430613576
12.1553928,0.13514819665026
12.1766064,0.134531064557752
12.19782,0.133914034332881
12.2190336,0.133297105972481
12.2402472,0.132680279473412
12.2614608,0.132063554832552
12.2826744,0.131446932046797
12.303888,0.130830411113062
12.3251016,0.13021399202828
12.3463152,0.129597674789403
12.3675288,0.128981459393402
12.3887424,0.128365345837265
12.409956,0.127749334118004
12.4311696,0.127133424232642
12.4523832,0.126517616178229
12.4735968,0.125901909951823
12.4948104,0.125286305550509
12.516024,0.124670802971391
12.5372376,0.124055402211588
12.5584512,0.123440103268237
12.5796648,0.122824906138499
12.6008784,0.122209810819545
12.622092,0.12159481730857
12.6433056,0.120979925602792
12.6645192,0.120365135699442
12.6857328,0.11975044759577
12.7069464,0.119135861289047
12.72816,0.118521376776558
12.7493736,0.117906994055611
12.7705872,0.11729271312353
12.7918008,0.116678533977664
12.8130144,0.116064456615372
12.834228,0.115450481034037
12.8554416,0.114836607231057
12.8766552,0.114222835203849
12.8978688,0.113609164949857
12.9190824,0.112995596466534
12.940296,0.112382129751355
12.9615096,0.111768764801814
12.9827232,0.111155501615421
13.0039368,0.110542340189708
13.0251504,0.109929280522224
13.046364,0.109316322610538
13.0675776,0.108703466452238
13.0887912,0.108090712044929
13.1100048,0.107478059386232
13.1312184,0.10686550847379
13.152432,0.106253059305269
13.1736456,0.105640711878347
13.1948592,0.105028466190723
13.2160728,0.104416322240116
13.2372864,0.103804280024258
13.2585,0.103192339540906
13.2797136,0.102580500787834
13.3009272,0.101968763762833
13.3221408,0.101357128463716
13.3433544,0.100773256259493
13.364568,0.100300680051488
13.3857816,0.0998284614002657
13.4069952,0.0993566002431335
13.4282088,0.0988850965190004
13.4494224,0.0984139501683617
13.470636,0.0979431611333098
13.4918496,0.0974727293575339
13.5130632,0.0970026547863129
13.5342768,0.0965329373665251
13.5554904,0.0960635770466404
13.576704,0.0955945737767276
13.5979176,0.095125927508446
13.6191312,0.0946576381950525
13.6403448,0.0941897057913955
13.6615584,0.0937221302539161
13.682772,0.0932549115406599
13.7039856,0.0927880496112586
13.7251992,0.0923215444269412
13.7464128,0.0918553959505319
13.7676264,0.0913896041464466
13.78884,0.0909241689806989
13.8100536,0.090459090420898
13.8312672,0.089994368436243
13.8524808,0.0895300029975322
13.8736944,0.0890659940771585
13.894908,0.0886023416491048
13.9161216,0.0881390456889502
13.9373352,0.0876761061738771
13.9585488,0.087213523082652
13.9797624,0.0867512963956397
14.000976,0.0862894260948011
14.0221896,0.0858279121636876
14.0434032,0.0853667545874494
14.0646168,0.0849059533528296
14.0858304,0.0844455084481658
14.107044,0.0839854198633927
14.1282576,0.0835256875900381
14.1494712,0.0830663116212214
14.1706848,0.0826072919516586
14.1918984,0.0821486285776671
14.213112,0.0816903214971481
14.2343256,0.0812323707096037
14.2555392,0.0807747762161308
14.2767528,0.0803175380194169
14.2979664,0.0798606561237484
14.31918,0.0794041305350043
14.3403936,0.0789479612606594
14.3616072,0.0784921483097835
14.3828208,0.0780366916930389
14.4040344,0.0775815914226826
14.425248,0.0771268475125687
14.4464616,0.0766724599781415
14.4676752,0.0762184288364498
14.4888888,0.0757647541061272
14.5101024,0.0753114358074064
14.531316,0.0748584739621114
14.5525296,0.0744058685936641
14.5737432,0.0739536197270803
14.5949568,0.0735017273889691
14.6161704,0.0730501916075372
14.637384,0.0725990124125849
14.6585976,0.0721481898355048
14.6798112,0.0716977239092849
14.7010248,0.0712476146685078
14.7222384,0.070797862149356
14.743452,0.0703484663896004
14.7646656,0.0698994274286086
14.7858792,0.0694507453073438
14.8070928,0.069002420068361
14.8283064,0.0685544517558129
14.84952,0.0681068404154467
14.8707336,0.0676595860946012
14.8919472,0.0672126888422134
14.9131608,0.0667661487088135
14.9343744,0.0663199657465263
14.955588,0.0658741400090697
14.9768016,0.0654286715517619
14.9980152,0.0649835604315097
15.0192288,0.0645388067068171
15.0404424,0.0640944104377834
15.061656,0.0636503716860993
15.0828696,0.0632066905150538
15.1040832,0.0627633669895292
15.1252968,0.0623204011760015
15.1465104,0.0618777931425443
15.167724,0.0614355429588249
15.1889376,0.0609936506961006
15.2101512,0.0605521164272269
15.2313648,0.0601109402266582
15.2525784,0.0596701221704376
15.273792,0.0592296623362046
15.2950056,0.058789560803195
15.3162192,0.0583498176522355
15.3374328,0.057910432965751
15.3586464,0.0574714068277599
15.37986,0.0570327393238753
15.4010736,0.0565944305413057
15.4222872,0.0561564805688527
15.4435008,0.0557188894969117
15.4647144,0.0552816574174753
15.485928,0.0548447844241324
15.5071416,0.0544082706120624
15.5283552,0.0539721160780412
15.5495688,0.0535363209204401
15.5707824,0.0531008852392222
15.591996,0.0526658091359485
15.6132096,0.0522310927137732
15.6344232,0.0517967360774456
15.6556368,0.0513627393333094
15.6768504,0.0509291025893033
15.698064,0.05049582595496
15.7192776,0.0500629095414084
15.7404912,0.0496303534613678
15.7617048,0.049198157829159
15.7829184,0.0487663227606926
15.804132,0.0483348483734758
15.8253456,0.0479037347866081
15.8465592,0.0474729821207861
15.8677728,0.0470425904983004
15.8889864,0.0466125600430361
15.9102,0.0461828908804739
15.9314136,0.0458838131909657
15.9526272,0.0455936625304183
15.9738408,0.045303393716667
15.9950544,0.0450130067097412
16.016268,0.0447225014703867
16.0374816,0.0444318779600513
16.0586952,0.0441411361408952
16.0799088,0.0438502759757888
16.1011224,0.0435592974283102
16.122336,0.0432682004627494
16.1435496,0.0429769850441053
16.1647632,0.0426856511380858
16.1859768,0.042394198711111
16.2071904,0.042102627730309
16.228404,0.041810938163516
16.2496176,0.0415191299792786
16.2708312,0.0412272031468574
16.2920448,0.0409351576362186
16.3132584,0.0406429934180372
16.334472,0.0403507104637014
16.3556856,0.0400583087453055
16.3768992,0.0397657882356563
16.3981128,0.0394731489082691
16.4193264,0.0391803907373696
16.44054,0.0388875136978925
16.4617536,0.0385945177654843
16.4829672,0.0383014029164959
16.5041808,0.0380081691279919
16.5253944,0.037714816377749
16.546608,0.0374213446442493
16.5678216,0.0371277539066854
16.5890352,0.0368340441449625
16.6102488,0.036540215339691
16.6314624,0.0362462674721942
16.652676,0.0359522005245043
16.6738896,0.035658014479363
16.6951032,0.035363709320222
16.7163168,0.0350692850312435
16.7375304,0.0347747415972962
16.758744,0.0344800790039615
16.7799576,0.034185297237532
16.8011712,0.0338903962850064
16.8223848,0.033595376134095
16.8435984,0.0333002367732184
16.864812,0.0330049781915031
16.8860256,0.0327096003787898
16.9072392,0.0324141033256271
16.9284528,0.0321184870232735
16.9496664,0.0318227514636973
16.97088,0.0315268966395769
16.9920936,0.0312309225442987
17.0133072,0.0309348291719613
17.0345208,0.0306386165173693
17.0557344,0.0303422845760424
17.076948,0.0300458333442062
17.0981616,0.0297492628187966
17.1193752,0.0294525729974597
17.1405888,0.029155763878551
17.1618024,0.0288588354611359
17.183016,0.0285617877449895
17.2042296,0.0282646207305966
17.2254432,0.0279673344191517
17.2466568,0.0276699288125598
17.2678704,0.0273724039134332
17.289084,0.0270747597250954
17.3102976,0.0267769962515819
17.3315112,0.0264791134976346
17.3527248,0.0261811114687063
17.3739384,0.0258829901709603
17.395152,0.0255847496112675
17.4163656,0.0252863897972105
17.4375792,0.0249879107370809
17.4587928,0.0246893124398808
17.4800064,0.02439059491532
17.50122,0.0240917581738206
17.5224336,0.0237928022265114
17.5436472,0.0234937270852334
17.5648608,0.0231945327625378
17.5860744,0.0228952192716834
17.607288,0.0225957866266396
17.6285016,0.022296234842086
17.6497152,0.0219965639334106
17.6709288,0.0216967739167123
17.6921424,0.0213968648087993
17.713356,0.0210968366271894
17.7345696,0.0207966893901109
17.7557832,0.0204964231165014
17.7769968,0.020196037826007
17.7982104,0.0198955335389844
17.819424,0.019594910276502
17.8406376,0.0192941680603346
17.8618512,0.0189933069129684
17.8830648,0.0186923268575998
17.9042784,0.0183912279181332
17.925492,0.0180900101191843
17.9467056,0.0177886734860778
17.9679192,0.0174872180448485
17.9891328,0.017185643822241
18.0103464,0.0168839508457088
18.03156,0.0165821391434154
18.0527736,0.0162802087442346
18.0739872,0.0159781596777489
18.0952008,0.0156759919742523
18.1164144,0.0153737056647471
18.137628,0.0150713007809459
18.1588416,0.0147687773552699
18.1800552,0.0144661354208512
18.2012688,0.0141633750115314
18.2224824,0.0138604961618615
18.243696,0.0135574989071025
18.2649096,0.0132543832832252
18.2861232,0.0129511493269095
18.3073368,0.0126477970755457
18.3285504,0.012344326567233
18.349764,0.012040737840782
18.3709776,0.0117370309357117
18.3921912,0.0114332058922505
18.4134048,0.0111292627513369
18.4346184,0.0108252015546195
18.455832,0.0105210223444564
18.4770456,0.0102167251639153
18.4982592,0.00991231005677379
18.5194728,0.00960777706751904
18.5406864,0.0093031262413485
18.5619,0.00899835762416768
18.5831136,0.00895566249964624
18.6043272,0.00891253895710749
18.6255408,0.00886898588864497
18.6467544,0.00882500221089107
18.667968,0.00878058686501626
18.6891816,0.00873573881672955
18.7103952,0.00869045705627793
18.7316088,0.00864474059844681
18.7528224,0.0085985884825597
18.774036,0.00855199977247844
18.7952496,0.00850497355660303
18.8164632,0.00845750894787196
18.8376768,0.00840960508376164
18.8588904,0.00836126112628679
18.880104,0.00831247626200049
18.9013176,0.00826324970199402
18.9225312,0.00821358068189682
18.9437448,0.0081634684618768
18.9649584,0.00811291232663989
18.986172,0.00806191158543031
19.0073856,0.00801046557203056
19.0285992,0.00795857364476134
19.0498128,0.00790623518648161
19.0710264,0.00785344960458864
19.09224,0.0078002163310178
19.1134536,0.00774653482224298
19.1346672,0.00769240455927586
19.1558808,0.00763782504766671
19.1770944,0.00758279581750397
19.198308,0.00752731642341438
19.2195216,0.0074713864445627
19.2407352,0.00741500548465218
19.2619488,0.00735817317192415
19.2831624,0.00730088915915828
19.304376,0.00724315312367241
19.3255896,0.00718496476732274
19.3468032,0.00712632381650354
19.3680168,0.00706723002214758
19.3892304,0.00700768315972552
19.410444,0.00694768302924646
19.4316576,0.00688722945525776
19.4528712,0.00682632228684502
19.4740848,0.00676496139763206
19.4952984,0.00670314668578089
19.516512,0.00664087807399189
19.5377256,0.00657815550950353
19.5589392,0.00651497896409265
19.5801528,0.00645134843407421
19.6013664,0.00638726394030154
19.62258,0.00632272552816623
19.6437936,0.00625773326759785
19.6650072,0.00619228725306446
19.6862208,0.00612638760357235
19.7074344,0.00606003446266594
19.728648,0.00599322799842803
19.7498616,0.0059259684034796
19.7710752,0.00585825589497977
19.7922888,0.005790090714626
19.8135024,0.00572147312865403
19.834716,0.00565240342783775
19.8559296,0.00558288192748938
19.8771432,0.00551290896745943
19.8983568,0.00544248491213641
19.9195704,0.00537161015044724
19.940784,0.00530028509585712
19.9619976,0.0052285101863694
19.9832112,0.00515628588452577
20.0044248,0.00508361267740606
20.0256384,0.00501049107662843
20.046852,0.00493692161834921
20.0680656,0.004862904863263
20.0892792,0.00478844139660262
20.1104928,0.00471353182813925
20.1317064,0.00463817679218223
20.15292,0.00456237694757898
20.1741336,0.00448613297771546
20.1953472,0.00440944559051562
20.2165608,0.00433231551844179
20.2377744,0.00425474351849455
20.258988,0.00417673037221266
20.2802016,0.00409827688567316
20.3014152,0.00401938388949131
20.3226288,0.00394005223882062
20.3438424,0.00386028281335289
20.365056,0.00378007651731805
20.3862696,0.00369943427948443
20.4074832,0.00361835705315836
20.4286968,0.00353684581618466
20.4499104,0.00345490157094628
20.471124,0.00337252534436443
20.4923376,0.00328971818789857
20.5135512,0.00320648117754641
20.5347648,0.00312281541384386
20.5559784,0.0030387220218651
20.577192,0.00295420215122256
20.5984056,0.00286925697606688
20.6196192,0.002783887695087
20.6408328,0.00269809553151005
20.6620464,0.00261188173310151
20.68326,0.00252524757216485
20.7044736,0.00243819434554202
20.7256872,0.00235072337461317
20.7469008,0.00226283600529661
20.7681144,0.00217453360804895
20.789328,0.00208581757786505
20.8105416,0.00199668933427799
20.8317552,0.00190715032135911
20.8529688,0.00181720200771798
